status,service,categorySlug,priority,writingPriorityScore,clusterId,articleSlug,h1,primaryKeyword,primaryVolume,totalVolume,keywordCount,commercialOwner,textLengthRule,flags,approvedKeywords,publishedArticleSlug,publishedSemanticClusterId
published,aire-acondicionado,climatizacion,P0-safety,155.2,no-enciende-se-apaga-error:aire-acondicionado-no-enciende,aire-acondicionado-no-enciende,Aire Acondicionado No Enciende,aire acondicionado no enciende,140,660,209,/aire-acondicionado/reparacion-aire-acondicionado,large-1400-2000-words,technical-safety-review,aire acondicionado no enciende | porque no arranca el compresor del aire acondicionado | mi aire acondicionado no enciende | no enciende el aire acondicionado con el control remoto | porque no funciona el aire acondicionado | porque no funciona la bomba de calor del aire acondicionado | no arranca compresor aire acondicionado inverter | por que no funciona el aire acondicionado | porque no arranca el aire acondicionado | porque no arranca el ventilador del aire acondicionado | porque no enciende el aire acondicionado | bomba de calor aire acondicionado no funciona | porque no funciona el ventilador del aire acondicionado | ac no enciende | aire acondicionado bomba de calor no funciona | aire acondicionado central no enciende | aire acondicionado daitsu no enciende | aire acondicionado de ventana no enciende | aire acondicionado electra no enciende | aire acondicionado firstline no enciende,aire-acondicionado-no-enciende,climatizacion-aire-acondicionado-no-enciende
published,electricista,electricidad,P1-high,152.3,cargador-coche-electrico:precio-instalar-cargador-coche-electrico,cuanto-cuesta-instalar-un-cargador-de-coche-electrico,¿Cuanto Cuesta Instalar un Cargador de Coche Electrico?,cuanto cuesta instalar un cargador de coche electrico,320,1260,19,/electricista/cargador-coche-electrico,large-1400-2000-words,price-intent | brand-specific,cuanto cuesta instalar un cargador de coche electrico | cuanto cuesta poner un cargador de coche electrico en casa | cuanto cuesta instalar cargador coche electrico | cuanto cuesta instalar un punto de recarga de coche electrico | precio cargador coche electrico en casa | cuanto cuesta poner un punto de recarga en el garaje | precio instalacion punto de recarga coche electrico | cuanto cuesta instalar un wallbox en casa | cuanto cuesta instalar un cargador para coche electrico | cuanto cuesta un wallbox | cuanto cuesta instalar cargador para coche electrico | cuanto cuesta instalar un punto de recarga para coche electrico | cuanto cuesta poner un cargador de coche electrico | precio enchufe coche electrico | cuanto cuesta instalar un wallbox | cuanto cuesta instalar un cargador tesla | cuanto cuesta instalar un punto de recarga | cuanto cuesta instalar un punto de recarga coche electrico | cuanto cuesta poner un cargador tesla en casa,cuanto-cuesta-instalar-un-cargador-de-coche-electrico,cargador-coche-electrico:precio-instalar-cargador-coche-electrico
published,desatascos,desatascos,P0-safety,151.4,fosas-septicas:limpiar-fosa-septica,vaciado-fosa-septica-precio,Vaciado Fosa Septica Precio,vaciado fosa septica precio,260,800,20,/desatascos/limpieza-fosas-septicas,large-1400-2000-words,sanitation-review | price-intent | diy-or-commercial-review,vaciado fosa septica precio | mantenimiento fosa septica | fosa septica sin mantenimiento | limpiar fosa septica precio | mantenimiento de fosas septicas | vaciado de fosas septicas precios | limpieza de fosas septicas precio | vaciado de fosa septica precio | cada cuanto tiempo se debe limpiar una fosa septica | coste vaciado fosa septica | fosas septicas limpieza precio | fosas septicas sin mantenimiento para toda la vida | limpieza de fosas septicas precios | mantenimiento fosa septica filtro biologico | precio de vaciar una fosa septica | precio para vaciar fosa septica | precio para vaciar una fosa septica | precio por vaciar fosa septica | cada cuanto limpiar fosa septica | mantenimiento a fosas septicas,vaciado-fosa-septica-precio,fosas-septicas:limpiar-fosa-septica
published,electricista,electricidad,P1-high,151,iluminacion-led:instalar-tiras-led,como-instalar-tiras-led,¿Como Instalar Tiras Led?,como instalar tiras led,140,880,178,/electricista/iluminacion-led,large-1400-2000-words,price-intent,como instalar tiras led | como conectar tira led | como conectar las luces led | como conectar luces led | como poner tira led | como poner tira led en el techo | como colocar tira led | como colocar tiras led | como conectar tiras led a la corriente | como instalar tiras led en el techo | como colocar tira led en el techo | como conectar las tiras de led | como instalar tiras de luces led en el techo | como instalar tiras led en techo | como instalar tiras led sin transformador | como se conecta una tira led | como se conectan las tiras led | como colocar tiras led en estantes | como instalar luces led en la cocina | como instalar tiras led con transformador,como-instalar-tiras-led,iluminacion-led:instalar-tiras-led
published,electricista,electricidad,P1-high,149.8,pequenos-trabajos-electricos:cambiar-fluorescente-a-led,como-cambiar-un-tubo-fluorescente-por-uno-led,¿Como Cambiar un Tubo Fluorescente por Uno Led?,como cambiar un tubo fluorescente por uno led,210,1110,54,/electricista/pequenos-trabajos-electricos,large-1400-2000-words,,como cambiar un tubo fluorescente por uno led | como cambiar fluorescente a led | como cambiar un fluorescente en el techo | como cambiar fluorescente | como cambiar tubo fluorescente a led | como cambiar tubo fluorescente cocina | como cambiar tubo fluorescente | como cambiar cebador fluorescente | como cambiar cebador fluorescente circular | como cambiar de fluorescente a led | como cambiar el cebador de un fluorescente | como cambiar tubo fluorescente por led | como cambiar un fluorescente normal a led | como quitar fluorescente | como sustituir fluorescente por led | como sustituir tubo fluorescente por led | como sustituir tubos fluorescentes por led | como sustituir un tubo fluorescente por uno led | como cambiar 2 tubos fluorescentes por led | como cambiar arrancador tubo fluorescente circular,como-cambiar-un-tubo-fluorescente-por-uno-led,pequenos-trabajos-electricos:cambiar-fluorescente-a-led
published,calefaccion,calefaccion,P0-safety,148.6,presion-caldera:por-que-baja-presion-caldera,porque-baja-la-presion-de-la-caldera,¿Porque Baja la Presion de la Caldera?,porque baja la presion de la caldera,140,730,68,/calefaccion/reparacion-calderas,large-1400-2000-words,gas-safety-review | hydraulic-safety-review,porque baja la presion de la caldera | caldera pierde presion | porque pierde presion la caldera | porque se baja la presion de la caldera | caldera pierde presion cuando se enfria | la caldera pierde presion y no hay fugas | caldera pierde presion cada dia | mi caldera pierde presion | caldera bajar presion | por que se baja la presion de la caldera | porque la caldera pierde presion | porque sube y baja la presion de la caldera | mi caldera pierde agua y sube la presion | porque mi caldera pierde presion | caldera hermann bajar presion | caldera pierde presion cuando se apaga la calefaccion | caldera pierde presion vaso expansion | porque pierde presion una caldera de gas | caldera baja presion agua | caldera baja presion sin fuga,presion-baja-caldera,calefaccion-presion-baja-caldera
published,calefaccion,calefaccion,P0-safety,146.8,presion-caldera:como-subir-presion-caldera,subir-presion-caldera,Subir Presion Caldera,subir presion caldera,210,610,24,/calefaccion/reparacion-calderas,large-1400-2000-words,gas-safety-review | hydraulic-safety-review | diy-or-commercial-review,subir presion caldera | subir presion caldera viessmann vitodens 100 | subir la presion de la caldera | subir presion caldera chaffoteaux pigma green | subir presion caldera intergas | aumentar presion caldera | subir presion caldera gasoil | subir presion caldera viessmann | subir presion caldera viessmann vitodens 050 | subir presion caldera chaffoteaux | subir presion caldera de dietrich | subir presion caldera domusa | subir presion caldera fagor | subir presion caldera hermann | subir presion caldera wolf | llave para subir la presion dela caldera | subir presion caldera baxiroca | subir presion caldera chaffoteaux alixia | subir presion caldera chaffoteaux inoa green | subir presion caldera chaffoteaux pigma advance,presion-baja-caldera,calefaccion-presion-baja-caldera
published,fontaneria,fontaneria,P1-high,137.9,tuberias:limpiar-tuberias-cal,como-limpiar-las-tuberias-de-agua,¿Como Limpiar las Tuberias de Agua?,como limpiar las tuberias de agua,110,610,65,/fontanero/sustitucion-tuberias,large-1400-2000-words,,como limpiar las tuberias de agua | como limpiar tuberias de agua | como quitar cal de tuberias | como quitar la cal de las tuberias | como limpiar tuberias de cal | como limpiar las tuberias de agua potable | como eliminar la cal de las tuberias | como limpiar tuberias de agua con sarro | como eliminar el sarro de las tuberias | como eliminar la cal de las tuberias de agua | como limpiar caneria con sarro | como limpiar caneria de agua con sarro | como limpiar canerias con sarro | como limpiar canerias de agua con sarro | como limpiar de cal las tuberias | como limpiar el sarro de las canerias | como limpiar el sarro de las tuberias | como limpiar el sarro de las tuberias de agua | como limpiar la cal de las tuberias de cobre | como limpiar la tuberia de agua,como-limpiar-las-tuberias-de-agua,limpiar-tuberias-casa:como-limpiar-tuberias-agua
published,calefaccion,calefaccion,P2-medium,133.8,aerotermia-calefaccion:aerotermia-calefaccion-como-funciona,aerotermia-calefaccion-y-acs,Aerotermia Calefaccion y Acs,aerotermia calefaccion y acs,210,800,19,/calefaccion/aerotermia-calefaccion,standard-900-1400-words,price-intent,aerotermia calefaccion y acs | aerotermia para calefaccion | aerotermia solo calefaccion | calefaccion aerotermia como funciona | aerotermia acs y calefaccion precio | aerotermia calefaccion precio | la aerotermia funciona con radiadores | aerotermia calefaccion y aire acondicionado | aerotermia para acs y calefaccion | aerotermia para calefaccion y acs | aerotermia calefaccion radiadores | aerotermia calefaccion radiadores y acs | aerotermia para acs calefaccion y aire acondicionado | aerotermia agua y calefaccion | aerotermia para calefaccion con radiadores | bomba de calor aerotermia calefaccion | calefaccion aerotermia que es | aerotermia calefaccion como funciona | aerotermia con radiadores funciona,aerotermia-con-radiadores,aerotermia-calefaccion:aerotermia-con-radiadores
published,desatascos,desatascos,P1-high,132.2,lavabo-ducha-atascados:mal-olor-bano-ducha-lavabo,mal-olor-desague-ducha,Mal Olor Desague Ducha,mal olor desague ducha,90,320,115,/desatascos/desatascar-lavabo-ducha,large-1400-2000-words,,olor tuberias bano | quitar olor tuberias bano | mal olor en las tuberias del bano | mal olor tuberias bano | como quitar el mal olor del desague del bano | olor desague ducha | eliminar olor tuberias bano | mal olor desague ducha | olor a desague en el bano | olor canerias bano | porque huelen las tuberias del bano | quitar mal olor tuberias bano | como quitar el olor a desague del bano | mal olor bano bote sifonico | mal olor canerias bano | mal olor desague bano | mal olor lavabo | porque huele el desague de la ducha | porque huelen mal las tuberias del bano | quitar olor desague ducha,olor-a-alcantarilla-en-casa,olores-desagues:mal-olor-alcantarilla-casa
published,limpieza-tuberias,saneamiento,P2-medium,130.4,limpiar-tuberias-casa:bicarbonato-vinagre-tuberias,bicarbonato-y-vinagre-para-desatascar,Bicarbonato y Vinagre para Desatascar,bicarbonato y vinagre para desatascar,260,520,24,/limpieza-tuberias,standard-900-1400-words,diy-review | diy-or-commercial-review,bicarbonato y vinagre para desatascar | bicarbonato para desatascar | vinagre para desatascar fregadero | bicarbonato para desatascar fregadero | vinagre y bicarbonato tuberias | bicarbonato de sodio para desatascar | bicarbonato con vinagre para desatascar | bicarbonato de sodio destapa canerias | bicarbonato de sodio y vinagre para desatascar | bicarbonato desatascar fregadero | bicarbonato desatascar lavabo | bicarbonato destapa canerias | bicarbonato vinagre para desatascar | bicarbonato y vinagre destapa canerias | bicarbonato y vinagre para canerias | bicarbonato y vinagre para desatascar fregadero | desatascar desague ducha bicarbonato | destapa caneria con bicarbonato | destapa canerias bicarbonato | destapa canerias casero con bicarbonato,bicarbonato-y-vinagre-para-desatascar,limpiar-tuberias-casa:bicarbonato-vinagre-tuberias
published,limpieza-tuberias,saneamiento,P2-medium,120.9,limpiar-tuberias-casa:como-destapar-caneria-tapada,desatascar-tuberias-bicarbonato,Desatascar Tuberias Bicarbonato,desatascar tuberias bicarbonato,140,320,37,/limpieza-tuberias,standard-900-1400-words,diy-review | diy-or-commercial-review,desatascar tuberias bicarbonato | desatascar tuberia con vinagre y bicarbonato | bicarbonato para desatascar tuberias | bicarbonato y sal para desatascar tuberias | desatascar tuberia con bicarbonato | bicarbonato de sodio para desatascar tuberias | bicarbonato de sodio para destapar canerias | bicarbonato de sodio y vinagre destapar canerias | bicarbonato de sodio y vinagre para destapar canerias | bicarbonato para desatascar las tuberias | bicarbonato para destapar canerias | bicarbonato sodico para desatascar tuberias | bicarbonato y vinagre desatascar tuberias | bicarbonato y vinagre para desatascar tuberias | bicarbonato y vinagre para destapar canerias | desatascar tuberia fregadero con bicarbonato | desatascar tuberia vinagre bicarbonato | desatascar tuberias casero bicarbonato | desatascar tuberias con bicarbonato y sal | desatascar tuberias vinagre y bicarbonato,desatascar-tuberias-bicarbonato,limpiar-tuberias-casa:como-destapar-caneria-tapada
published,desatascos,desatascos,P2-medium,118.8,fregadero-atascado:mal-olor-fregadero,mal-olor-fregadero,Mal Olor Fregadero,mal olor fregadero,70,410,30,/desatascos/desatascar-fregadero,standard-900-1400-words,,mal olor fregadero | olor fregadero | mal olor en el fregadero de la cocina | mal olor fregadero cocina | quitar mal olor fregadero | eliminar olor fregadero | fregadero huele mal | mal olor debajo del fregadero | mal olor desague fregadero | mi fregadero huele mal | quitar olor fregadero | desague fregadero huele mal | el fregadero huele mal | eliminar mal olor fregadero | mal olor en el fregadero | mal olor en fregadero | mal olor fregadero producto | mal olor fregadero solucion | mal olor tuberias fregadero | olor desague fregadero,por-que-se-atasca-el-fregadero-cada-poco,fregadero-atascado:atasco-repetido-fregadero
published,calefaccion,calefaccion,P2-medium,118,caldera-no-enciende:caldera-no-calienta-agua,caldera-no-calienta-agua,Caldera No Calienta Agua,caldera no calienta agua,90,350,20,/calefaccion/reparacion-calderas,standard-900-1400-words,gas-safety-review,caldera no calienta agua | caldera chaffoteaux no calienta agua | caldera no calienta agua ducha | caldera victoria 20 20f no calienta agua | caldera wolf no calienta agua | caldera baxiroca no calienta agua | caldera de gas no calienta agua | caldera domusa no calienta agua | caldera fagor no calienta agua | caldera fer no calienta agua | caldera gas natural no calienta agua | caldera gas no calienta agua | caldera gasoil domusa no calienta agua sanitaria | caldera gasoil no calienta agua | caldera gasoil no calienta agua sanitaria | caldera manaut no calienta agua | caldera no calienta agua sanitaria | caldera no calienta agua si calefaccion | caldera no calienta agua suficiente | caldera caldaia no calienta agua,caldera-no-arranca-que-revisar,calefaccion-caldera-no-arranca
published,aire-acondicionado,climatizacion,P2-medium,99.8,no-enfria:split-no-enfria,aire-acondicionado-split-no-enfria,Aire Acondicionado Split No Enfria,aire acondicionado split no enfria,20,180,20,/aire-acondicionado/reparacion-aire-acondicionado,standard-900-1400-words,technical-safety-review,aire acondicionado split no enfria | split no enfria | aire acondicionado split no enfria posibles fallas | aire split no enfria | aire split no enfria lo suficiente | el aire split no enfria | el mini split no enfria | el split no enfria | mi aire split no enfria | mi mini split no enfria | mi split no enfria | mi split no enfria lo suficiente | mi split no enfria y tiene gas | mini split no enfria suficiente | split no enfria lo suficiente | split no enfria y tiene gas | mini split mabe no enfria | mini split mirage no enfria | mini split no enfria bien | mini split york no enfria,aire-acondicionado-no-enfria-causas,climatizacion-aire-no-enfria
published,calefaccion,calefaccion,P2-medium,99.2,mantenimiento-revision-caldera:cada-cuanto-revisar-caldera,cada-cuanto-hay-que-revisar-la-caldera,Cada Cuanto Hay que Revisar la Caldera,cada cuanto hay que revisar la caldera,50,110,6,/calefaccion/mantenimiento-calderas,standard-900-1400-words,gas-safety-review,cada cuanto hay que revisar la caldera | cada cuanto es obligatorio revisar la caldera | cada cuanto hay que revisar la caldera de gas | cada cuanto revision caldera gas | cada cuanto revisar caldera | cuando hacer mantenimiento caldera,revisar-caldera-gas,mantenimiento-revision-caldera:revision-caldera-gas
published,limpieza-tuberias,saneamiento,P3-low,97.5,precios-informativos:precio-limpieza-tuberias,precio-limpieza-cal-tuberias,Precio Limpieza Cal Tuberias,precio limpieza cal tuberias,70,80,3,/limpieza-tuberias,short-700-1100-words-if-useful,price-intent,precio limpieza cal tuberias | precio limpieza tuberias | cuanto cuesta limpiar tuberias,precio-limpieza-cal-tuberias,precios-informativos:precio-limpieza-tuberias
published,desatascos,desatascos,P3-low,95.9,arquetas-bajantes:bajante-atascada-o-mal-olor,olor-bajante-comunidad,Olor Bajante Comunidad,olor bajante comunidad,70,70,3,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,,olor bajante comunidad | bajante atascada sintomas | mal olor bajante comunidad,olor-bajante-comunidad,bajantes-comunidad:olor-bajante-comunidad
published,limpieza-tuberias,saneamiento,P3-low,95.9,bajantes-comunidad:mal-olor-bajantes,olor-bajante-comunidad,Olor Bajante Comunidad,olor bajante comunidad,70,70,2,/limpieza-tuberias/limpieza-bajantes,short-700-1100-words-if-useful,,olor bajante comunidad | mal olor bajantes comunidad,olor-bajante-comunidad,bajantes-comunidad:olor-bajante-comunidad
published,limpieza-tuberias,saneamiento,P3-low,93.9,arquetas-colectores-olores:cada-cuanto-limpiar-arquetas,limpieza-de-arquetas-precio,Limpieza de Arquetas Precio,limpieza de arquetas precio,40,80,6,/limpieza-tuberias/limpieza-arquetas-colectores,short-700-1100-words-if-useful,price-intent,limpieza de arquetas precio | limpieza arquetas comunidad | mantenimiento arquetas | mantenimiento arquetas sifonicas | cada cuanto limpiar arquetas | precio limpieza arquetas,limpieza-arquetas-olores-comunidad,saneamiento-arquetas-olores
published,aire-acondicionado,climatizacion,P2-medium,87.6,mantenimiento-limpieza:cada-cuanto-mantenimiento-aire-acondicionado,cada-cuando-se-da-mantenimiento-al-aire-acondicionado,Cada Cuando Se Da Mantenimiento al Aire Acondicionado,cada cuando se da mantenimiento al aire acondicionado,10,100,10,/aire-acondicionado/mantenimiento-aire-acondicionado,standard-900-1400-words,,cada cuando se da mantenimiento al aire acondicionado | cada cuanto hacer mantenimiento aire acondicionado | cada cuanto hay que hacer mantenimiento a un aire acondicionado | cada cuanto se debe hacer mantenimiento a un aire acondicionado | cada cuanto se debe hacer mantenimiento al aire acondicionado | cada cuanto se hace mantenimiento a un aire acondicionado | cada cuanto se hace mantenimiento aire acondicionado | cada cuanto se le da mantenimiento a un aire acondicionado | cada cuanto se le hace mantenimiento a un aire acondicionado | cada cuanto se le hace mantenimiento al aire acondicionado,cuando-hacer-mantenimiento-aire-acondicionado,climatizacion-limpieza-filtros
published,limpieza-tuberias,saneamiento,P3-low,14.6,bajantes-comunidad:cuando-limpiar-bajantes-comunidad,cada-cuanto-limpiar-bajantes,Cada Cuanto Limpiar Bajantes,cada cuanto limpiar bajantes,0,0,5,/limpieza-tuberias/limpieza-bajantes,short-700-1100-words-if-useful,price-intent,cada cuanto limpiar bajantes | como limpiar bajantes comunidad | limpieza bajantes edificio | mantenimiento bajantes comunidad | precio limpieza bajantes,cuando-limpiar-bajantes-comunidad,saneamiento-limpieza-bajantes
published,aire-acondicionado,climatizacion,P3-low,14.3,no-enfria:que-hacer-aire-acondicionado-no-enfria,aire-acondicionado-no-enfria-que-hacer,Aire Acondicionado No Enfria que Hacer,aire acondicionado no enfria que hacer,0,0,1,/aire-acondicionado/reparacion-aire-acondicionado,short-700-1100-words-if-useful,,aire acondicionado no enfria que hacer,aire-acondicionado-no-enfria-causas,climatizacion-aire-no-enfria
published,limpieza-tuberias,saneamiento,P3-low,14.3,comunidades-saneamiento:mal-olor-tuberias-comunidad,mal-olor-tuberias-comunidad,Mal Olor Tuberias Comunidad,mal olor tuberias comunidad,0,0,1,/limpieza-tuberias/limpieza-tuberias-comunidades,short-700-1100-words-if-useful,,mal olor tuberias comunidad,olor-bajante-comunidad,bajantes-comunidad:olor-bajante-comunidad
